Jurisdiction,Year,Industry,Unit,Quantity
QLD,2015,Residential,PJ,59.395
QLD,2015,Total,PJ,1464.555
QLD,2015,Transport,PJ,371.814
QLD,2015,Water and waste,PJ,2.561
QLD,2016,Agriculture,PJ,29.184
QLD,2016,Commercial and services,PJ,63.38
QLD,2016,Construction,PJ,7.827
QLD,2016,Electricity generation,PJ,427.984
QLD,2016,Manufacturing,PJ,316.279
QLD,2016,Mining,PJ,222.659
QLD,2016,Other,PJ,25.065
QLD,2016,Residential,PJ,60.556
QLD,2016,Total,PJ,1531.887
QLD,2016,Transport,PJ,376.327
QLD,2016,Water and waste,PJ,2.627
QLD,2017,Agriculture,PJ,29.937
QLD,2017,Commercial and services,PJ,61.43
QLD,2017,Construction,PJ,8.001
QLD,2017,Electricity generation,PJ,433.889
QLD,2017,Manufacturing,PJ,292.305
QLD,2017,Mining,PJ,242.283
QLD,2017,Other,PJ,19.698
QLD,2017,Residential,PJ,60.621
QLD,2017,Total,PJ,1548.429
QLD,2017,Transport,PJ,398.125
QLD,2017,Water and waste,PJ,2.14
QLD,2018,Agriculture,PJ,26.169
QLD,2018,Commercial and services,PJ,59.055
QLD,2018,Construction,PJ,7.571
QLD,2018,Electricity generation,PJ,420.897
QLD,2018,Manufacturing,PJ,283.236
QLD,2018,Mining,PJ,255.366
QLD,2018,Other,PJ,13.6
QLD,2018,Residential,PJ,63.361
QLD,2018,Total,PJ,1529.509
QLD,2018,Transport,PJ,397.072
QLD,2018,Water and waste,PJ,3.181
QLD,2019,Agriculture,PJ,24.583
QLD,2019,Commercial and services,PJ,55.253
QLD,2019,Construction,PJ,7.014
QLD,2019,Electricity generation,PJ,409.147
QLD,2019,Manufacturing,PJ,277.49
QLD,2019,Mining,PJ,264.027
QLD,2019,Other,PJ,14.714
QLD,2019,Residential,PJ,66.101
QLD,2019,Total,PJ,1486.306
QLD,2019,Transport,PJ,364.302
QLD,2019,Water and waste,PJ,3.675
QLD,2020,Agriculture,PJ,29.367
QLD,2020,Commercial and services,PJ,54.289
QLD,2020,Construction,PJ,6.913
QLD,2020,Electricity generation,PJ,398.456
QLD,2020,Manufacturing,PJ,268.825
QLD,2020,Mining,PJ,264.004
QLD,2020,Other,PJ,12.935
QLD,2020,Residential,PJ,69.272
QLD,2020,Total,PJ,1442.618
QLD,2020,Transport,PJ,335.323
QLD,2020,Water and waste,PJ,3.236
QLD,2021,Agriculture,PJ,26.101
QLD,2021,Commercial and services,PJ,55.605
QLD,2021,Construction,PJ,6.388
QLD,2021,Electricity generation,PJ,381.885
QLD,2021,Manufacturing,PJ,269.354
QLD,2021,Mining,PJ,263.854
QLD,2021,Other,PJ,12.55
QLD,2021,Residential,PJ,72.527
QLD,2021,Total,PJ,1428.315
QLD,2021,Transport,PJ,337.161
QLD,2021,Water and waste,PJ,2.889
QLD,2022,Agriculture,PJ,23.715
QLD,2022,Commercial and services,PJ,58.396
QLD,2022,Construction,PJ,6.231
QLD,2022,Electricity generation,PJ,367.974
QLD,2022,Manufacturing,PJ,262.429
QLD,2022,Mining,PJ,269.943
QLD,2022,Other,PJ,13.044
QLD,2022,Residential,PJ,73.048
QLD,2022,Total,PJ,1441.742
QLD,2022,Transport,PJ,363.781
QLD,2022,Water and waste,PJ,3.181
SA,1973,Agriculture,PJ,4.3
SA,1973,Commercial and services,PJ,6.1
SA,1973,Construction,PJ,1.9
SA,1973,Electricity generation,PJ,46.6
SA,1973,Manufacturing,PJ,70.3
SA,1973,Mining,PJ,3.7
SA,1973,Other,PJ,7.3
SA,1973,Residential,PJ,18.6
SA,1973,Total,PJ,215.4
SA,1973,Transport,PJ,56
SA,1973,Water and waste,PJ,0.6
SA,1974,Agriculture,PJ,4.1
SA,1974,Commercial and services,PJ,6.5
SA,1974,Construction,PJ,2.2
SA,1974,Electricity generation,PJ,50.2
SA,1974,Manufacturing,PJ,70.7
SA,1974,Mining,PJ,4.6
SA,1974,Other,PJ,6.3
SA,1974,Residential,PJ,19.8
SA,1974,Total,PJ,222.8
SA,1974,Transport,PJ,57.8
SA,1974,Water and waste,PJ,0.5
SA,1975,Agriculture,PJ,4.2
SA,1975,Commercial and services,PJ,7
SA,1975,Construction,PJ,2.5
SA,1975,Electricity generation,PJ,55
SA,1975,Manufacturing,PJ,72.4
SA,1975,Mining,PJ,5
SA,1975,Other,PJ,6.2
SA,1975,Residential,PJ,20.4
SA,1975,Total,PJ,234.5
SA,1975,Transport,PJ,61.1
SA,1975,Water and waste,PJ,0.7
SA,1976,Agriculture,PJ,4.4
SA,1976,Commercial and services,PJ,7.3
SA,1976,Construction,PJ,2.8
SA,1976,Electricity generation,PJ,61.5
SA,1976,Manufacturing,PJ,71.4
SA,1976,Mining,PJ,6.7
SA,1976,Other,PJ,6.4
SA,1976,Residential,PJ,21.7
SA,1976,Total,PJ,249.3
SA,1976,Transport,PJ,65.8
SA,1976,Water and waste,PJ,1.4
SA,1977,Agriculture,PJ,4.4
SA,1977,Commercial and services,PJ,7.5
SA,1977,Construction,PJ,1.9
SA,1977,Electricity generation,PJ,60.4
SA,1977,Manufacturing,PJ,67
SA,1977,Mining,PJ,7.7
SA,1977,Other,PJ,6.7
SA,1977,Residential,PJ,21.5
SA,1977,Total,PJ,247.7
SA,1977,Transport,PJ,69
SA,1977,Water and waste,PJ,1.6
SA,1978,Agriculture,PJ,4.7
SA,1978,Commercial and services,PJ,7.9
SA,1978,Construction,PJ,2.2
SA,1978,Electricity generation,PJ,60
SA,1978,Manufacturing,PJ,74.5
SA,1978,Mining,PJ,8.3
SA,1978,Other,PJ,7.3
SA,1978,Residential,PJ,22.8
SA,1978,Total,PJ,259.6
SA,1978,Transport,PJ,71
SA,1978,Water and waste,PJ,0.9
SA,1979,Agriculture,PJ,5
SA,1979,Commercial and services,PJ,8.1
SA,1979,Construction,PJ,3.6
SA,1979,Electricity generation,PJ,60.5
SA,1979,Manufacturing,PJ,76.7
SA,1979,Mining,PJ,10.1
SA,1979,Other,PJ,6.6
SA,1979,Residential,PJ,21.4
SA,1979,Total,PJ,264.2
SA,1979,Transport,PJ,71.4
SA,1979,Water and waste,PJ,0.8
SA,1980,Agriculture,PJ,5
SA,1980,Commercial and services,PJ,8.1
SA,1980,Construction,PJ,3.1
SA,1980,Electricity generation,PJ,60.9
SA,1980,Manufacturing,PJ,69.1
SA,1980,Mining,PJ,10.7
SA,1980,Other,PJ,5.5
SA,1980,Residential,PJ,21.3
SA,1980,Total,PJ,255.7
SA,1980,Transport,PJ,71
SA,1980,Water and waste,PJ,1
SA,1981,Agriculture,PJ,5.4
SA,1981,Commercial and services,PJ,8.1
SA,1981,Construction,PJ,4.5
SA,1981,Electricity generation,PJ,64.2
SA,1981,Manufacturing,PJ,67.4
SA,1981,Mining,PJ,12.3
SA,1981,Other,PJ,6.1
SA,1981,Residential,PJ,22.2
SA,1981,Total,PJ,260
SA,1981,Transport,PJ,69.1
SA,1981,Water and waste,PJ,0.7
SA,1982,Agriculture,PJ,5.1
SA,1982,Commercial and services,PJ,8.3
SA,1982,Construction,PJ,4
SA,1982,Electricity generation,PJ,62.4
SA,1982,Manufacturing,PJ,61.6
SA,1982,Mining,PJ,12.2
SA,1982,Other,PJ,5.3
SA,1982,Residential,PJ,22.6
SA,1982,Total,PJ,254.6
SA,1982,Transport,PJ,71.4
SA,1982,Water and waste,PJ,1.6
SA,1983,Agriculture,PJ,5.4
SA,1983,Commercial and services,PJ,8.2
SA,1983,Construction,PJ,3.2
SA,1983,Electricity generation,PJ,59.4
SA,1983,Manufacturing,PJ,62.1
SA,1983,Mining,PJ,16.6
SA,1983,Other,PJ,6.7
SA,1983,Residential,PJ,22.5
SA,1983,Total,PJ,258
SA,1983,Transport,PJ,73
SA,1983,Water and waste,PJ,0.9
SA,1984,Agriculture,PJ,5.3
SA,1984,Commercial and services,PJ,8.6
SA,1984,Construction,PJ,2.5
SA,1984,Electricity generation,PJ,64.2
SA,1984,Manufacturing,PJ,67.4
SA,1984,Mining,PJ,24.8
SA,1984,Other,PJ,6.2
SA,1984,Residential,PJ,23.9
SA,1984,Total,PJ,280.2
SA,1984,Transport,PJ,76.2
SA,1984,Water and waste,PJ,1.1
SA,1985,Agriculture,PJ,5.4
SA,1985,Commercial and services,PJ,8.9
SA,1985,Construction,PJ,2.2
SA,1985,Electricity generation,PJ,64.1
SA,1985,Manufacturing,PJ,69.7
SA,1985,Mining,PJ,24.9
SA,1985,Other,PJ,6.4
SA,1985,Residential,PJ,24.4
SA,1985,Total,PJ,284.5
SA,1985,Transport,PJ,77.4
SA,1985,Water and waste,PJ,1.1
SA,1986,Agriculture,PJ,6.3
SA,1986,Commercial and services,PJ,9.2
SA,1986,Construction,PJ,2.5
SA,1986,Electricity generation,PJ,59.9
SA,1986,Manufacturing,PJ,70.3
SA,1986,Mining,PJ,26.4
SA,1986,Other,PJ,6.7
SA,1986,Residential,PJ,25.1
SA,1986,Total,PJ,284.7
SA,1986,Transport,PJ,77.7
SA,1986,Water and waste,PJ,0.6
SA,1987,Agriculture,PJ,5.9
SA,1987,Commercial and services,PJ,9.8
SA,1987,Construction,PJ,2.6
SA,1987,Electricity generation,PJ,62.2
SA,1987,Manufacturing,PJ,71.6
SA,1987,Mining,PJ,27.7
SA,1987,Other,PJ,6.2
SA,1987,Residential,PJ,25.1
SA,1987,Total,PJ,291.1
SA,1987,Transport,PJ,79.3
SA,1987,Water and waste,PJ,0.7
SA,1988,Agriculture,PJ,6.2
SA,1988,Commercial and services,PJ,10.1
SA,1988,Construction,PJ,2.7
SA,1988,Electricity generation,PJ,64.8
SA,1988,Manufacturing,PJ,73.3
SA,1988,Mining,PJ,26.7
SA,1988,Other,PJ,6.3
SA,1988,Residential,PJ,25.5
SA,1988,Total,PJ,299.3
SA,1988,Transport,PJ,83
SA,1988,Water and waste,PJ,0.7
SA,1989,Agriculture,PJ,5.7
SA,1989,Commercial and services,PJ,10.7
SA,1989,Construction,PJ,2.9
SA,1989,Electricity generation,PJ,64.6
SA,1989,Manufacturing,PJ,73.7
SA,1989,Mining,PJ,27.5
SA,1989,Other,PJ,6.6
SA,1989,Residential,PJ,26.7
SA,1989,Total,PJ,301.9
SA,1989,Transport,PJ,82.9
SA,1989,Water and waste,PJ,0.6
SA,1990,Agriculture,PJ,5.8
SA,1990,Commercial and services,PJ,11
SA,1990,Construction,PJ,2.4
SA,1990,Electricity generation,PJ,53
SA,1990,Manufacturing,PJ,75.3
SA,1990,Mining,PJ,26.3
SA,1990,Other,PJ,5.6
SA,1990,Residential,PJ,27
SA,1990,Total,PJ,287.4
SA,1990,Transport,PJ,80.2
SA,1990,Water and waste,PJ,0.8
SA,1991,Agriculture,PJ,5.8
SA,1991,Commercial and services,PJ,11.4
SA,1991,Construction,PJ,2.3
SA,1991,Electricity generation,PJ,58.3
SA,1991,Manufacturing,PJ,78.5
SA,1991,Mining,PJ,25.8
SA,1991,Other,PJ,5.7
SA,1991,Residential,PJ,27.4
SA,1991,Total,PJ,296.9
SA,1991,Transport,PJ,80.9
SA,1991,Water and waste,PJ,0.8
SA,1992,Agriculture,PJ,5.9
SA,1992,Commercial and services,PJ,11.8
SA,1992,Construction,PJ,2.2
SA,1992,Electricity generation,PJ,58.9
SA,1992,Manufacturing,PJ,77.3
SA,1992,Mining,PJ,25.8
SA,1992,Other,PJ,5.7
SA,1992,Residential,PJ,28.7
SA,1992,Total,PJ,300.1
SA,1992,Transport,PJ,83.4
SA,1992,Water and waste,PJ,0.4
SA,1993,Agriculture,PJ,6
SA,1993,Commercial and services,PJ,12.1
SA,1993,Construction,PJ,2.1
SA,1993,Electricity generation,PJ,61.5
SA,1993,Manufacturing,PJ,78.3
SA,1993,Mining,PJ,25.4
SA,1993,Other,PJ,6
SA,1993,Residential,PJ,27.8
SA,1993,Total,PJ,304.8
SA,1993,Transport,PJ,84.7
SA,1993,Water and waste,PJ,0.8
SA,1994,Agriculture,PJ,5.7
SA,1994,Commercial and services,PJ,12.6
SA,1994,Construction,PJ,2
SA,1994,Electricity generation,PJ,57.5
SA,1994,Manufacturing,PJ,79.8
SA,1994,Mining,PJ,26
SA,1994,Other,PJ,6.4
SA,1994,Residential,PJ,29.1
SA,1994,Total,PJ,304.4
SA,1994,Transport,PJ,84.2
SA,1994,Water and waste,PJ,1
SA,1995,Agriculture,PJ,5.5
SA,1995,Commercial and services,PJ,12.7
SA,1995,Construction,PJ,2
SA,1995,Electricity generation,PJ,49.9
SA,1995,Manufacturing,PJ,80.8
SA,1995,Mining,PJ,25.6
SA,1995,Other,PJ,6.1
SA,1995,Residential,PJ,29.1
SA,1995,Total,PJ,296.6
SA,1995,Transport,PJ,84.2
SA,1995,Water and waste,PJ,0.7
SA,1996,Agriculture,PJ,6.2
SA,1996,Commercial and services,PJ,13.1
SA,1996,Construction,PJ,1.9
SA,1996,Electricity generation,PJ,51.9
SA,1996,Manufacturing,PJ,79.1
SA,1996,Mining,PJ,25.9
SA,1996,Other,PJ,6.2
SA,1996,Residential,PJ,30
SA,1996,Total,PJ,299.7
SA,1996,Transport,PJ,84.7
SA,1996,Water and waste,PJ,0.7
SA,1997,Agriculture,PJ,6.5
SA,1997,Commercial and services,PJ,13.6
SA,1997,Construction,PJ,1.8
SA,1997,Electricity generation,PJ,56.5
SA,1997,Manufacturing,PJ,80.8
SA,1997,Mining,PJ,28.2
SA,1997,Other,PJ,6.2
SA,1997,Residential,PJ,30.4
SA,1997,Total,PJ,311.9
SA,1997,Transport,PJ,87.1
SA,1997,Water and waste,PJ,0.8
SA,1998,Agriculture,PJ,6.6
SA,1998,Commercial and services,PJ,14.3
SA,1998,Construction,PJ,1.8
SA,1998,Electricity generation,PJ,70
SA,1998,Manufacturing,PJ,78.3
SA,1998,Mining,PJ,29.5
SA,1998,Other,PJ,6.3
SA,1998,Residential,PJ,30.8
SA,1998,Total,PJ,327.2
SA,1998,Transport,PJ,88.6
SA,1998,Water and waste,PJ,1
SA,1999,Agriculture,PJ,6.7
SA,1999,Commercial and services,PJ,14.7
SA,1999,Construction,PJ,1.7
SA,1999,Electricity generation,PJ,72.6
SA,1999,Manufacturing,PJ,73.9
SA,1999,Mining,PJ,27.9
SA,1999,Other,PJ,7
SA,1999,Residential,PJ,31.2
SA,1999,Total,PJ,328
SA,1999,Transport,PJ,91.1
SA,1999,Water and waste,PJ,1.2
SA,2000,Agriculture,PJ,7.3
SA,2000,Commercial and services,PJ,16.3
SA,2000,Construction,PJ,1.6
SA,2000,Electricity generation,PJ,77.5
SA,2000,Manufacturing,PJ,68.4
SA,2000,Mining,PJ,32.9
SA,2000,Other,PJ,5.3
SA,2000,Residential,PJ,31.9
SA,2000,Total,PJ,329.3
SA,2000,Transport,PJ,87.9
SA,2000,Water and waste,PJ,1.2
SA,2001,Agriculture,PJ,6.4
SA,2001,Commercial and services,PJ,17.1
SA,2001,Construction,PJ,1.7
SA,2001,Electricity generation,PJ,77.8
SA,2001,Manufacturing,PJ,68.3
SA,2001,Mining,PJ,32.5
SA,2001,Other,PJ,5.5
SA,2001,Residential,PJ,29.3
SA,2001,Total,PJ,328.1
SA,2001,Transport,PJ,89.4
SA,2001,Water and waste,PJ,1.2
SA,2002,Agriculture,PJ,9.056
SA,2002,Commercial and services,PJ,18.815
SA,2002,Construction,PJ,1.682
SA,2002,Electricity generation,PJ,83.916
SA,2002,Manufacturing,PJ,76.379
SA,2002,Mining,PJ,41.009
SA,2002,Other,PJ,5.059
SA,2002,Residential,PJ,31.885
SA,2002,Total,PJ,357.298
SA,2002,Transport,PJ,88.104
SA,2002,Water and waste,PJ,1.392
SA,2003,Agriculture,PJ,8.258
SA,2003,Commercial and services,PJ,19.141
SA,2003,Construction,PJ,1.617
SA,2003,Electricity generation,PJ,92.946
SA,2003,Manufacturing,PJ,76.812
SA,2003,Mining,PJ,40.04
SA,2003,Other,PJ,6.606
SA,2003,Residential,PJ,33.693
SA,2003,Total,PJ,371.539
SA,2003,Transport,PJ,91.035
SA,2003,Water and waste,PJ,1.391
SA,2004,Agriculture,PJ,8.926
SA,2004,Commercial and services,PJ,19.16
SA,2004,Construction,PJ,2.076
SA,2004,Electricity generation,PJ,85.051
SA,2004,Manufacturing,PJ,73.964
SA,2004,Mining,PJ,35.684
SA,2004,Other,PJ,4.994
SA,2004,Residential,PJ,33.719
SA,2004,Total,PJ,355.551
SA,2004,Transport,PJ,90.649
SA,2004,Water and waste,PJ,1.328
SA,2005,Agriculture,PJ,9.21
SA,2005,Commercial and services,PJ,19.305
SA,2005,Construction,PJ,1.793
SA,2005,Electricity generation,PJ,76.969
SA,2005,Manufacturing,PJ,77.603
SA,2005,Mining,PJ,31.867
SA,2005,Other,PJ,4.901
SA,2005,Residential,PJ,34.372
SA,2005,Total,PJ,350.118
SA,2005,Transport,PJ,92.785
SA,2005,Water and waste,PJ,1.313
SA,2006,Agriculture,PJ,9.199
SA,2006,Commercial and services,PJ,20.169
SA,2006,Construction,PJ,1.766
SA,2006,Electricity generation,PJ,102.426
SA,2006,Manufacturing,PJ,79.964
SA,2006,Mining,PJ,26.673
SA,2006,Other,PJ,5.006
SA,2006,Residential,PJ,35.206
SA,2006,Total,PJ,375.46
SA,2006,Transport,PJ,93.708
SA,2006,Water and waste,PJ,1.344
SA,2007,Agriculture,PJ,9.709
SA,2007,Commercial and services,PJ,20.328
SA,2007,Construction,PJ,1.733
SA,2007,Electricity generation,PJ,96.897
SA,2007,Manufacturing,PJ,81.695
SA,2007,Mining,PJ,25.036
SA,2007,Other,PJ,5.512
SA,2007,Residential,PJ,35.486
SA,2007,Total,PJ,372.533
SA,2007,Transport,PJ,94.813
SA,2007,Water and waste,PJ,1.323
SA,2008,Agriculture,PJ,8.165
SA,2008,Commercial and services,PJ,20.412
SA,2008,Construction,PJ,2.21
SA,2008,Electricity generation,PJ,91.737
SA,2008,Manufacturing,PJ,66.877
SA,2008,Mining,PJ,28.303
SA,2008,Other,PJ,5.812
SA,2008,Residential,PJ,35.928
SA,2008,Total,PJ,357.225
SA,2008,Transport,PJ,95.987
SA,2008,Water and waste,PJ,1.794
SA,2009,Agriculture,PJ,7.695
SA,2009,Commercial and services,PJ,20.69
SA,2009,Construction,PJ,2.272
SA,2009,Electricity generation,PJ,76.099
SA,2009,Manufacturing,PJ,69.678
SA,2009,Mining,PJ,27.513
SA,2009,Other,PJ,5.689
SA,2009,Residential,PJ,36.1
SA,2009,Total,PJ,343.727
SA,2009,Transport,PJ,96.708
SA,2009,Water and waste,PJ,1.283
SA,2010,Agriculture,PJ,7.017
SA,2010,Commercial and services,PJ,18.74
SA,2010,Construction,PJ,2.268
SA,2010,Electricity generation,PJ,80.342
SA,2010,Manufacturing,PJ,63.009
SA,2010,Mining,PJ,29.428
SA,2010,Other,PJ,6.511
SA,2010,Residential,PJ,36.455
SA,2010,Total,PJ,342.809
SA,2010,Transport,PJ,97.755
SA,2010,Water and waste,PJ,1.284
SA,2011,Agriculture,PJ,7.171
SA,2011,Commercial and services,PJ,18.111
SA,2011,Construction,PJ,2.166
SA,2011,Electricity generation,PJ,71.735
SA,2011,Manufacturing,PJ,35.188
SA,2011,Mining,PJ,31.466
SA,2011,Other,PJ,6.097
SA,2011,Residential,PJ,37.27
SA,2011,Total,PJ,307.665
SA,2011,Transport,PJ,96.971
SA,2011,Water and waste,PJ,1.49
SA,2012,Agriculture,PJ,7.09
SA,2012,Commercial and services,PJ,18.721
SA,2012,Construction,PJ,1.989
SA,2012,Electricity generation,PJ,62.477
SA,2012,Manufacturing,PJ,88.183
SA,2012,Mining,PJ,33.727
SA,2012,Other,PJ,4.283
SA,2012,Residential,PJ,37.259
SA,2012,Total,PJ,356.279
SA,2012,Transport,PJ,100.026
SA,2012,Water and waste,PJ,2.524
SA,2013,Agriculture,PJ,7.128
SA,2013,Commercial and services,PJ,19.112
SA,2013,Construction,PJ,2.014
SA,2013,Electricity generation,PJ,55.885
SA,2013,Manufacturing,PJ,79.627
SA,2013,Mining,PJ,35.808
SA,2013,Other,PJ,4.294
SA,2013,Residential,PJ,31.813
SA,2013,Total,PJ,337.065
SA,2013,Transport,PJ,99.256
SA,2013,Water and waste,PJ,2.128
SA,2014,Agriculture,PJ,7.18
SA,2014,Commercial and services,PJ,22.524
SA,2014,Construction,PJ,1.945
SA,2014,Electricity generation,PJ,56.766
SA,2014,Manufacturing,PJ,99.795
SA,2014,Mining,PJ,33.94
SA,2014,Other,PJ,3.386
SA,2014,Residential,PJ,29.648
SA,2014,Total,PJ,356.925
SA,2014,Transport,PJ,99.569
SA,2014,Water and waste,PJ,2.171
SA,2015,Agriculture,PJ,7.32
SA,2015,Commercial and services,PJ,22.229
SA,2015,Construction,PJ,2.006
SA,2015,Electricity generation,PJ,56.932
SA,2015,Manufacturing,PJ,59.861
SA,2015,Mining,PJ,30.173
SA,2015,Other,PJ,3.428
SA,2015,Residential,PJ,30.846
SA,2015,Total,PJ,316.387
SA,2015,Transport,PJ,101.367
SA,2015,Water and waste,PJ,2.225
SA,2016,Agriculture,PJ,7.893
SA,2016,Commercial and services,PJ,21.83
SA,2016,Construction,PJ,2.09
SA,2016,Electricity generation,PJ,44.691
SA,2016,Manufacturing,PJ,44.36
SA,2016,Mining,PJ,28.796
SA,2016,Other,PJ,2.94
SA,2016,Residential,PJ,31.162
SA,2016,Total,PJ,287.382
SA,2016,Transport,PJ,102.106
SA,2016,Water and waste,PJ,1.514
SA,2017,Agriculture,PJ,7.829
SA,2017,Commercial and services,PJ,22.296
SA,2017,Construction,PJ,2.443
SA,2017,Electricity generation,PJ,50.723
SA,2017,Manufacturing,PJ,82.876
SA,2017,Mining,PJ,26.913
SA,2017,Other,PJ,3.059
SA,2017,Residential,PJ,30.622
SA,2017,Total,PJ,334.653
SA,2017,Transport,PJ,106.11
SA,2017,Water and waste,PJ,1.781
SA,2018,Agriculture,PJ,7.156
SA,2018,Commercial and services,PJ,21.533
SA,2018,Construction,PJ,2.355
SA,2018,Electricity generation,PJ,48.926
SA,2018,Manufacturing,PJ,80.223
SA,2018,Mining,PJ,26.811
SA,2018,Other,PJ,2.78
SA,2018,Residential,PJ,30.998
SA,2018,Total,PJ,324.507
SA,2018,Transport,PJ,101.265
SA,2018,Water and waste,PJ,2.462
SA,2019,Agriculture,PJ,7.443
SA,2019,Commercial and services,PJ,21.408
SA,2019,Construction,PJ,2.172
SA,2019,Electricity generation,PJ,46.495
SA,2019,Manufacturing,PJ,77.065
SA,2019,Mining,PJ,28.031
SA,2019,Other,PJ,4.258
SA,2019,Residential,PJ,31.599
SA,2019,Total,PJ,317.704
SA,2019,Transport,PJ,96.621
SA,2019,Water and waste,PJ,2.611
SA,2020,Agriculture,PJ,10.235
SA,2020,Commercial and services,PJ,20.031
SA,2020,Construction,PJ,2.301
SA,2020,Electricity generation,PJ,39.915
SA,2020,Manufacturing,PJ,77.71
SA,2020,Mining,PJ,27.972
SA,2020,Other,PJ,4.536
SA,2020,Residential,PJ,32.582
SA,2020,Total,PJ,308.734
SA,2020,Transport,PJ,90.59
SA,2020,Water and waste,PJ,2.862
SA,2021,Agriculture,PJ,10.207
SA,2021,Commercial and services,PJ,20.957
SA,2021,Construction,PJ,2.456
SA,2021,Electricity generation,PJ,32.388
SA,2021,Manufacturing,PJ,75.389
SA,2021,Mining,PJ,26.656
SA,2021,Other,PJ,4.469
SA,2021,Residential,PJ,33.562
SA,2021,Total,PJ,301.274
SA,2021,Transport,PJ,92.481
SA,2021,Water and waste,PJ,2.71
SA,2022,Agriculture,PJ,8.649
SA,2022,Commercial and services,PJ,21.393
SA,2022,Construction,PJ,2.64
SA,2022,Electricity generation,PJ,31.096
SA,2022,Manufacturing,PJ,67.607
SA,2022,Mining,PJ,27.998
SA,2022,Other,PJ,3.569
SA,2022,Residential,PJ,33.414
SA,2022,Total,PJ,300.001
SA,2022,Transport,PJ,101.076
SA,2022,Water and waste,PJ,2.558
TAS,1973,Agriculture,PJ,0.7
TAS,1973,Commercial and services,PJ,3
TAS,1973,Construction,PJ,0.7
TAS,1973,Electricity generation,PJ,2.7
TAS,1973,Manufacturing,PJ,30.3
TAS,1973,Mining,PJ,4.4
TAS,1973,Other,PJ,1.1
TAS,1973,Residential,PJ,10.9
TAS,1973,Total,PJ,71.9
TAS,1973,Transport,PJ,18
TAS,1973,Water and waste,PJ,0.1
TAS,1974,Agriculture,PJ,0.7
TAS,1974,Commercial and services,PJ,3.1
TAS,1974,Construction,PJ,0.7
TAS,1974,Electricity generation,PJ,3.1
TAS,1974,Manufacturing,PJ,28.9
TAS,1974,Mining,PJ,4.4
TAS,1974,Other,PJ,0.9
TAS,1974,Residential,PJ,11.5
TAS,1974,Total,PJ,71.3
TAS,1974,Transport,PJ,17.9
TAS,1974,Water and waste,PJ,0.1
TAS,1975,Agriculture,PJ,1
TAS,1975,Commercial and services,PJ,3.1
TAS,1975,Construction,PJ,0.8
TAS,1975,Electricity generation,PJ,3.5
TAS,1975,Manufacturing,PJ,27.7
TAS,1975,Mining,PJ,4.2
TAS,1975,Other,PJ,1.1
TAS,1975,Residential,PJ,11.6
TAS,1975,Total,PJ,71.9
TAS,1975,Transport,PJ,18.8
TAS,1975,Water and waste,PJ,0.1
TAS,1976,Agriculture,PJ,1.2
TAS,1976,Commercial and services,PJ,3.4
TAS,1976,Construction,PJ,0.8
TAS,1976,Electricity generation,PJ,2.4
TAS,1976,Manufacturing,PJ,31.3
TAS,1976,Mining,PJ,4.3
TAS,1976,Other,PJ,1.2
TAS,1976,Residential,PJ,12.2
TAS,1976,Total,PJ,77
TAS,1976,Transport,PJ,20.1
TAS,1976,Water and waste,PJ,0.1
TAS,1977,Agriculture,PJ,1.2
TAS,1977,Commercial and services,PJ,3.5
TAS,1977,Construction,PJ,0.7
TAS,1977,Electricity generation,PJ,3.2
TAS,1977,Manufacturing,PJ,32
TAS,1977,Mining,PJ,4.5
TAS,1977,Other,PJ,1.1
TAS,1977,Residential,PJ,12.1
TAS,1977,Total,PJ,78.4
TAS,1977,Transport,PJ,20
TAS,1977,Water and waste,PJ,0.1
TAS,1978,Agriculture,PJ,1.2
TAS,1978,Commercial and services,PJ,3.6
TAS,1978,Construction,PJ,1.1
TAS,1978,Electricity generation,PJ,2.3
TAS,1978,Manufacturing,PJ,35.1
TAS,1978,Mining,PJ,4.4
TAS,1978,Other,PJ,1.4
TAS,1978,Residential,PJ,12.1
TAS,1978,Total,PJ,82
TAS,1978,Transport,PJ,20.7
TAS,1978,Water and waste,PJ,0.1
TAS,1979,Agriculture,PJ,1.3
TAS,1979,Commercial and services,PJ,3.7
TAS,1979,Construction,PJ,1.4
TAS,1979,Electricity generation,PJ,2.8
TAS,1979,Manufacturing,PJ,37
TAS,1979,Mining,PJ,4.4
TAS,1979,Other,PJ,1.2
TAS,1979,Residential,PJ,11.4
TAS,1979,Total,PJ,84.6
TAS,1979,Transport,PJ,21.3
TAS,1979,Water and waste,PJ,0.1
TAS,1980,Agriculture,PJ,1.4
TAS,1980,Commercial and services,PJ,3.8
TAS,1980,Construction,PJ,1.4
TAS,1980,Electricity generation,PJ,4
TAS,1980,Manufacturing,PJ,35
TAS,1980,Mining,PJ,4.4
TAS,1980,Other,PJ,1.2
TAS,1980,Residential,PJ,11.1
TAS,1980,Total,PJ,83.3
TAS,1980,Transport,PJ,20.9
TAS,1980,Water and waste,PJ,0.1
TAS,1981,Agriculture,PJ,1.4
TAS,1981,Commercial and services,PJ,4
TAS,1981,Construction,PJ,1.2
TAS,1981,Electricity generation,PJ,5.1
TAS,1981,Manufacturing,PJ,36
TAS,1981,Mining,PJ,4.1
TAS,1981,Other,PJ,1.1
TAS,1981,Residential,PJ,11.4
TAS,1981,Total,PJ,84.5
TAS,1981,Transport,PJ,20.2
TAS,1981,Water and waste,PJ,0.1
