Jurisdiction,Year,Industry,Unit,Quantity
WA,2011,Mining,PJ,207.295
WA,2011,Other,PJ,6.145
WA,2011,Residential,PJ,41.985
WA,2011,Total,PJ,982.163
WA,2011,Transport,PJ,210.495
WA,2011,Water and waste,PJ,4.682
WA,2012,Agriculture,PJ,18.091
WA,2012,Commercial and services,PJ,30.974
WA,2012,Construction,PJ,3.844
WA,2012,Electricity generation,PJ,228.869
WA,2012,Manufacturing,PJ,234.889
WA,2012,Mining,PJ,234.01
WA,2012,Other,PJ,7.189
WA,2012,Residential,PJ,40.993
WA,2012,Total,PJ,1019.454
WA,2012,Transport,PJ,217.404
WA,2012,Water and waste,PJ,3.191
WA,2013,Agriculture,PJ,17.857
WA,2013,Commercial and services,PJ,31.768
WA,2013,Construction,PJ,3.867
WA,2013,Electricity generation,PJ,241.412
WA,2013,Manufacturing,PJ,244.012
WA,2013,Mining,PJ,249.277
WA,2013,Other,PJ,7.099
WA,2013,Residential,PJ,41.836
WA,2013,Total,PJ,1066.564
WA,2013,Transport,PJ,225.657
WA,2013,Water and waste,PJ,3.78
WA,2014,Agriculture,PJ,19.662
WA,2014,Commercial and services,PJ,38.006
WA,2014,Construction,PJ,4.167
WA,2014,Electricity generation,PJ,259.253
WA,2014,Manufacturing,PJ,200.123
WA,2014,Mining,PJ,239.036
WA,2014,Other,PJ,7.218
WA,2014,Residential,PJ,40.478
WA,2014,Total,PJ,1045.337
WA,2014,Transport,PJ,233.494
WA,2014,Water and waste,PJ,3.9
WA,2015,Agriculture,PJ,21.004
WA,2015,Commercial and services,PJ,37.687
WA,2015,Construction,PJ,4.399
WA,2015,Electricity generation,PJ,278.827
WA,2015,Manufacturing,PJ,234.729
WA,2015,Mining,PJ,249.793
WA,2015,Other,PJ,4.512
WA,2015,Residential,PJ,41.054
WA,2015,Total,PJ,1123.903
WA,2015,Transport,PJ,248.006
WA,2015,Water and waste,PJ,3.891
WA,2016,Agriculture,PJ,22.816
WA,2016,Commercial and services,PJ,38.944
WA,2016,Construction,PJ,3.23
WA,2016,Electricity generation,PJ,279.525
WA,2016,Manufacturing,PJ,228.087
WA,2016,Mining,PJ,298.445
WA,2016,Other,PJ,4.55
WA,2016,Residential,PJ,41.547
WA,2016,Total,PJ,1176.761
WA,2016,Transport,PJ,255.399
WA,2016,Water and waste,PJ,4.219
WA,2017,Agriculture,PJ,23.175
WA,2017,Commercial and services,PJ,39.476
WA,2017,Construction,PJ,3.71
WA,2017,Electricity generation,PJ,276.394
WA,2017,Manufacturing,PJ,221.588
WA,2017,Mining,PJ,338.298
WA,2017,Other,PJ,4.907
WA,2017,Residential,PJ,40.494
WA,2017,Total,PJ,1209.656
WA,2017,Transport,PJ,257.489
WA,2017,Water and waste,PJ,4.125
WA,2018,Agriculture,PJ,21.334
WA,2018,Commercial and services,PJ,39.973
WA,2018,Construction,PJ,2.877
WA,2018,Electricity generation,PJ,273.756
WA,2018,Manufacturing,PJ,240.224
WA,2018,Mining,PJ,373.554
WA,2018,Other,PJ,6.959
WA,2018,Residential,PJ,41.101
WA,2018,Total,PJ,1261.191
WA,2018,Transport,PJ,258.337
WA,2018,Water and waste,PJ,3.076
WA,2019,Agriculture,PJ,18.426
WA,2019,Commercial and services,PJ,39.866
WA,2019,Construction,PJ,2.53
WA,2019,Electricity generation,PJ,283.635
WA,2019,Manufacturing,PJ,240.244
WA,2019,Mining,PJ,386.674
WA,2019,Other,PJ,6.957
WA,2019,Residential,PJ,42.043
WA,2019,Total,PJ,1264.935
WA,2019,Transport,PJ,240.527
WA,2019,Water and waste,PJ,4.031
WA,2020,Agriculture,PJ,24.594
WA,2020,Commercial and services,PJ,38.486
WA,2020,Construction,PJ,2.408
WA,2020,Electricity generation,PJ,259.213
WA,2020,Manufacturing,PJ,245.171
WA,2020,Mining,PJ,388.298
WA,2020,Other,PJ,6.307
WA,2020,Residential,PJ,43.535
WA,2020,Total,PJ,1238.945
WA,2020,Transport,PJ,226.868
WA,2020,Water and waste,PJ,4.065
WA,2021,Agriculture,PJ,25.418
WA,2021,Commercial and services,PJ,41.299
WA,2021,Construction,PJ,2.473
WA,2021,Electricity generation,PJ,263.12
WA,2021,Manufacturing,PJ,229.617
WA,2021,Mining,PJ,403.818
WA,2021,Other,PJ,6.018
WA,2021,Residential,PJ,45.69
WA,2021,Total,PJ,1257.883
WA,2021,Transport,PJ,236.864
WA,2021,Water and waste,PJ,3.565
WA,2022,Agriculture,PJ,23.824
WA,2022,Commercial and services,PJ,41.695
WA,2022,Construction,PJ,2.728
WA,2022,Electricity generation,PJ,268.114
WA,2022,Manufacturing,PJ,223.93
WA,2022,Mining,PJ,423.523
WA,2022,Other,PJ,5.98
WA,2022,Residential,PJ,45.587
WA,2022,Total,PJ,1293.628
WA,2022,Transport,PJ,254.954
WA,2022,Water and waste,PJ,3.292
