LGA_CODE_2016,LGA_NAME_2016,EnergyType,Capacity
16650,Rockdale (C),Industrial Capacity (MW),16466
36370,Rockhampton (R),Industrial Capacity (MW),12980
57490,Rockingham (C),Industrial Capacity (MW),0
73600,Roper Gulf (R),Industrial Capacity (MW),0
46970,Roxby Downs (M),Industrial Capacity (MW),0
16700,Ryde (C),Industrial Capacity (MW),40376
47140,Salisbury (C),Industrial Capacity (MW),3875
57630,Sandstone (S),Industrial Capacity (MW),1495
36510,Scenic Rim (R),Industrial Capacity (MW),14772
57700,Serpentine-Jarrahdale (S),Industrial Capacity (MW),0
57770,Shark Bay (S),Industrial Capacity (MW),3
16900,Shellharbour (C),Industrial Capacity (MW),338
16950,Shoalhaven (C),Industrial Capacity (MW),17873
17000,Singleton (A),Industrial Capacity (MW),5322
17040,Snowy Monaro Regional (A),Industrial Capacity (MW),4065
17080,Snowy Valleys (A),Industrial Capacity (MW),86
36580,Somerset (R),Industrial Capacity (MW),8833
64810,Sorell (M),Industrial Capacity (MW),917
36630,South Burnett (R),Industrial Capacity (MW),10220
26170,South Gippsland (S),Industrial Capacity (MW),76
57840,South Perth (C),Industrial Capacity (MW),3661
36660,Southern Downs (R),Industrial Capacity (MW),15878
26260,Southern Grampians (S),Industrial Capacity (MW),0
47290,Southern Mallee (DC),Industrial Capacity (MW),1985
65010,Southern Midlands (M),Industrial Capacity (MW),7430
57910,Stirling (C),Industrial Capacity (MW),2657
26350,Stonnington (C),Industrial Capacity (MW),5337
26430,Strathbogie (S),Industrial Capacity (MW),0
17100,Strathfield (A),Industrial Capacity (MW),6123
47490,Streaky Bay (DC),Industrial Capacity (MW),5686
57980,Subiaco (C),Industrial Capacity (MW),1706
36720,Sunshine Coast (R),Industrial Capacity (MW),144815
26490,Surf Coast (S),Industrial Capacity (MW),4
17150,Sutherland Shire (A),Industrial Capacity (MW),1748
58050,Swan (C),Industrial Capacity (MW),1006
26610,Swan Hill (RC),Industrial Capacity (MW),0
17200,Sydney (C),Industrial Capacity (MW),127916
36820,Tablelands (R),Industrial Capacity (MW),12082
58190,Tammin (S),Industrial Capacity (MW),0
17310,Tamworth Regional (A),Industrial Capacity (MW),12331
65210,Tasman (M),Industrial Capacity (MW),8
47630,Tatiara (DC),Industrial Capacity (MW),3632
47700,Tea Tree Gully (C),Industrial Capacity (MW),1859
17350,Temora (A),Industrial Capacity (MW),3661
17400,Tenterfield (A),Industrial Capacity (MW),32
47800,The Coorong (DC),Industrial Capacity (MW),8806
17420,The Hills Shire (A),Industrial Capacity (MW),10749
58260,Three Springs (S),Industrial Capacity (MW),0
74050,Tiwi Islands (R),Industrial Capacity (MW),0
58330,Toodyay (S),Industrial Capacity (MW),0
36910,Toowoomba (R),Industrial Capacity (MW),304599
36950,Torres (S),Industrial Capacity (MW),0
36960,Torres Strait Island (R),Industrial Capacity (MW),0
37010,Townsville (C),Industrial Capacity (MW),3942
26670,Towong (S),Industrial Capacity (MW),1426
58400,Trayning (S),Industrial Capacity (MW),0
47910,Tumby Bay (DC),Industrial Capacity (MW),2270
17550,Tweed (A),Industrial Capacity (MW),8978
99399,Unincorp. Other Territories,Industrial Capacity (MW),42
89399,Unincorporated ACT,Industrial Capacity (MW),46447
19399,Unincorporated NSW,Industrial Capacity (MW),168
79399,Unincorporated NT,Industrial Capacity (MW),37
49399,Unincorporated SA,Industrial Capacity (MW),2778
29399,Unincorporated Vic,Industrial Capacity (MW),19
47980,Unley (C),Industrial Capacity (MW),4719
58470,Upper Gascoyne (S),Industrial Capacity (MW),0
17620,Upper Hunter Shire (A),Industrial Capacity (MW),4134
17640,Upper Lachlan Shire (A),Industrial Capacity (MW),600
17650,Uralla (A),Industrial Capacity (MW),1075
48050,Victor Harbor (C),Industrial Capacity (MW),1407
74550,Victoria Daly (R),Industrial Capacity (MW),0
58510,Victoria Park (T),Industrial Capacity (MW),1260
58540,Victoria Plains (S),Industrial Capacity (MW),1
58570,Vincent (C),Industrial Capacity (MW),6761
74560,Wagait (S),Industrial Capacity (MW),0
17750,Wagga Wagga (C),Industrial Capacity (MW),3046
58610,Wagin (S),Industrial Capacity (MW),0
48130,Wakefield (DC),Industrial Capacity (MW),16697
17850,Walcha (A),Industrial Capacity (MW),1154
17900,Walgett (A),Industrial Capacity (MW),45
48260,Walkerville (M),Industrial Capacity (MW),0
58680,Wandering (S),Industrial Capacity (MW),135
26700,Wangaratta (RC),Industrial Capacity (MW),4857
58760,Wanneroo (C),Industrial Capacity (MW),718
65410,Waratah/Wynyard (M),Industrial Capacity (MW),3081
58820,Waroona (S),Industrial Capacity (MW),0
17950,Warren (A),Industrial Capacity (MW),0
26730,Warrnambool (C),Industrial Capacity (MW),1401
18020,Warrumbungle Shire (A),Industrial Capacity (MW),0
48340,Wattle Range (DC),Industrial Capacity (MW),13708
18050,Waverley (A),Industrial Capacity (MW),11870
18100,Weddin (A),Industrial Capacity (MW),0
37300,Weipa (T),Industrial Capacity (MW),0
26810,Wellington (S),Industrial Capacity (MW),627
18200,Wentworth (A),Industrial Capacity (MW),2
74660,West Arnhem (R),Industrial Capacity (MW),0
58890,West Arthur (S),Industrial Capacity (MW),24
65610,West Coast (M),Industrial Capacity (MW),269
74680,West Daly (R),Industrial Capacity (MW),0
65810,West Tamar (M),Industrial Capacity (MW),4056
48410,West Torrens (C),Industrial Capacity (MW),173
26890,West Wimmera (S),Industrial Capacity (MW),0
37310,Western Downs (R),Industrial Capacity (MW),77840
18230,Western Plains Regional (A),Industrial Capacity (MW),6331
59030,Westonia (S),Industrial Capacity (MW),0
26980,Whitehorse (C),Industrial Capacity (MW),2518
37340,Whitsunday (R),Industrial Capacity (MW),415
27070,Whittlesea (C),Industrial Capacity (MW),17715
48540,Whyalla (C),Industrial Capacity (MW),682
59100,Wickepin (S),Industrial Capacity (MW),465
59170,Williams (S),Industrial Capacity (MW),0
18250,Willoughby (C),Industrial Capacity (MW),7117
59250,Wiluna (S),Industrial Capacity (MW),167
18350,Wingecarribee (A),Industrial Capacity (MW),3215
37400,Winton (S),Industrial Capacity (MW),10043
27170,Wodonga (C),Industrial Capacity (MW),5921
18400,Wollondilly (A),Industrial Capacity (MW),4719
18450,Wollongong (C),Industrial Capacity (MW),8815
59310,Wongan-Ballidu (S),Industrial Capacity (MW),2354
59320,Woodanilling (S),Industrial Capacity (MW),0
18500,Woollahra (A),Industrial Capacity (MW),4814
37550,Woorabinda (S),Industrial Capacity (MW),46
48640,Wudinna (DC),Industrial Capacity (MW),1760
37570,Wujal Wujal (S),Industrial Capacity (MW),162
59330,Wyalkatchem (S),Industrial Capacity (MW),0
27260,Wyndham (C),Industrial Capacity (MW),29696
59340,Wyndham-East Kimberley (S),Industrial Capacity (MW),1536
59350,Yalgoo (S),Industrial Capacity (MW),357
48750,Yankalilla (DC),Industrial Capacity (MW),5407
27350,Yarra (C),Industrial Capacity (MW),29705
27450,Yarra Ranges (S),Industrial Capacity (MW),2004
37600,Yarrabah (S),Industrial Capacity (MW),196
27630,Yarriambiack (S),Industrial Capacity (MW),0
18710,Yass Valley (A),Industrial Capacity (MW),177
59360,Yilgarn (S),Industrial Capacity (MW),0
59370,York (S),Industrial Capacity (MW),268
48830,Yorke Peninsula (DC),Industrial Capacity (MW),"67,495"
40070,Adelaide (C),Commercial Capacity (MW),18614
40120,Adelaide Hills (DC),Commercial Capacity (MW),4078
50080,Albany (C),Commercial Capacity (MW),18296
10050,Albury (C),Commercial Capacity (MW),6365
40220,Alexandrina (DC),Commercial Capacity (MW),306
70200,Alice Springs (T),Commercial Capacity (MW),15752
20110,Alpine (S),Commercial Capacity (MW),1820
40250,Anangu Pitjantjatjara (AC),Commercial Capacity (MW),0
20260,Ararat (RC),Commercial Capacity (MW),4452
50210,Armadale (C),Commercial Capacity (MW),5918
10130,Armidale Regional (A),Commercial Capacity (MW),3
50250,Ashburton (S),Commercial Capacity (MW),3915
50280,Augusta-Margaret River (S),Commercial Capacity (MW),7751
30250,Aurukun (S),Commercial Capacity (MW),356
20570,Ballarat (C),Commercial Capacity (MW),20844
10250,Ballina (A),Commercial Capacity (MW),2055
30300,Balonne (S),Commercial Capacity (MW),0
10300,Balranald (A),Commercial Capacity (MW),7
30370,Banana (S),Commercial Capacity (MW),6347
20660,Banyule (C),Commercial Capacity (MW),30393
30410,Barcaldine (R),Commercial Capacity (MW),0
30450,Barcoo (S),Commercial Capacity (MW),0
70420,Barkly (R),Commercial Capacity (MW),3932
40310,Barossa (DC),Commercial Capacity (MW),1929
40430,Barunga West (DC),Commercial Capacity (MW),1591
20740,Bass Coast (S),Commercial Capacity (MW),528
50350,Bassendean (T),Commercial Capacity (MW),1358
10470,Bathurst Regional (A),Commercial Capacity (MW),9272
20830,Baw Baw (S),Commercial Capacity (MW),7701
20910,Bayside (C),Commercial Capacity (MW),7858
50420,Bayswater (C),Commercial Capacity (MW),7713
10550,Bega Valley (A),Commercial Capacity (MW),2453
10600,Bellingen (A),Commercial Capacity (MW),805
50490,Belmont (C),Commercial Capacity (MW),7121
70540,Belyuen (S),Commercial Capacity (MW),41
40520,Berri and Barmera (DC),Commercial Capacity (MW),0
10650,Berrigan (A),Commercial Capacity (MW),486
50560,Beverley (S),Commercial Capacity (MW),888
30760,Blackall-Tambo (R),Commercial Capacity (MW),0
10750,Blacktown (C),Commercial Capacity (MW),72587
10800,Bland (A),Commercial Capacity (MW),1
10850,Blayney (A),Commercial Capacity (MW),86
10900,Blue Mountains (C),Commercial Capacity (MW),2127
50630,Boddington (S),Commercial Capacity (MW),1249
10950,Bogan (A),Commercial Capacity (MW),6
21110,Boroondara (C),Commercial Capacity (MW),19985
11100,Botany Bay (C),Commercial Capacity (MW),3900
30900,Boulia (S),Commercial Capacity (MW),4
11150,Bourke (A),Commercial Capacity (MW),0
50770,Boyup Brook (S),Commercial Capacity (MW),1194
60210,Break O'Day (M),Commercial Capacity (MW),2416
11200,Brewarrina (A),Commercial Capacity (MW),6
60410,Brighton (M),Commercial Capacity (MW),2864
21180,Brimbank (C),Commercial Capacity (MW),28753
31000,Brisbane (C),Commercial Capacity (MW),297451
11250,Broken Hill (C),Commercial Capacity (MW),195
50910,Brookton (S),Commercial Capacity (MW),724
50980,Broome (S),Commercial Capacity (MW),11843
51080,Broomehill-Tambellup (S),Commercial Capacity (MW),420
51120,Bruce Rock (S),Commercial Capacity (MW),1587
31750,Bulloo (S),Commercial Capacity (MW),0
21270,Buloke (S),Commercial Capacity (MW),4775
51190,Bunbury (C),Commercial Capacity (MW),4860
31820,Bundaberg (R),Commercial Capacity (MW),43612
31900,Burdekin (S),Commercial Capacity (MW),12187
31950,Burke (S),Commercial Capacity (MW),51
60610,Burnie (C),Commercial Capacity (MW),6263
40700,Burnside (C),Commercial Capacity (MW),10081
11300,Burwood (A),Commercial Capacity (MW),668
51260,Busselton (C),Commercial Capacity (MW),2503
11350,Byron (A),Commercial Capacity (MW),4778
11400,Cabonne (A),Commercial Capacity (MW),566
32080,Cairns (R),Commercial Capacity (MW),65321
51310,Cambridge (T),Commercial Capacity (MW),2389
11450,Camden (A),Commercial Capacity (MW),6144
21370,Campaspe (S),Commercial Capacity (MW),3420
11500,Campbelltown (C) (NSW),Commercial Capacity (MW),20281
40910,Campbelltown (C) (SA),Commercial Capacity (MW),20281
11520,Canada Bay (A),Commercial Capacity (MW),10607
51330,Canning (C),Commercial Capacity (MW),7392
11570,Canterbury-Bankstown (A),Commercial Capacity (MW),42220
51400,Capel (S),Commercial Capacity (MW),2246
21450,Cardinia (S),Commercial Capacity (MW),10244
51470,Carnamah (S),Commercial Capacity (MW),600
51540,Carnarvon (S),Commercial Capacity (MW),3718
32250,Carpentaria (S),Commercial Capacity (MW),3409
11600,Carrathool (A),Commercial Capacity (MW),5
21610,Casey (C),Commercial Capacity (MW),34913
32260,Cassowary Coast (R),Commercial Capacity (MW),901
41010,Ceduna (DC),Commercial Capacity (MW),0
11650,Central Coast (C) (NSW),Commercial Capacity (MW),38497
60810,Central Coast (M) (Tas.),Commercial Capacity (MW),644
11700,Central Darling (A),Commercial Capacity (MW),0
70620,Central Desert (R),Commercial Capacity (MW),0
21670,Central Goldfields (S),Commercial Capacity (MW),4080
61010,Central Highlands (M) (Tas.),Commercial Capacity (MW),784
32270,Central Highlands (R) (Qld),Commercial Capacity (MW),15226
11720,Cessnock (C),Commercial Capacity (MW),3989
41060,Charles Sturt (C),Commercial Capacity (MW),1074
32310,Charters Towers (R),Commercial Capacity (MW),680
32330,Cherbourg (S),Commercial Capacity (MW),0
51680,Chittering (S),Commercial Capacity (MW),900
61210,Circular Head (M),Commercial Capacity (MW),2842
41140,Clare and Gilbert Valleys (DC),Commercial Capacity (MW),8
51750,Claremont (T),Commercial Capacity (MW),4399
61410,Clarence (C),Commercial Capacity (MW),17332
11730,Clarence Valley (A),Commercial Capacity (MW),6186
41190,Cleve (DC),Commercial Capacity (MW),0
32450,Cloncurry (S),Commercial Capacity (MW),2659
11750,Cobar (A),Commercial Capacity (MW),2
51820,Cockburn (C),Commercial Capacity (MW),7396
11800,Coffs Harbour (C),Commercial Capacity (MW),7735
21750,Colac-Otway (S),Commercial Capacity (MW),6016
51890,Collie (S),Commercial Capacity (MW),4942
41330,Coober Pedy (DC),Commercial Capacity (MW),0
32500,Cook (S),Commercial Capacity (MW),2801
12000,Coolamon (A),Commercial Capacity (MW),6
51960,Coolgardie (S),Commercial Capacity (MW),4008
70700,Coomalie (S),Commercial Capacity (MW),3628
12150,Coonamble (A),Commercial Capacity (MW),5
52030,Coorow (S),Commercial Capacity (MW),346
41560,Copper Coast (DC),Commercial Capacity (MW),5337
21830,Corangamite (S),Commercial Capacity (MW),306
52100,Corrigin (S),Commercial Capacity (MW),53
52170,Cottesloe (T),Commercial Capacity (MW),817
12350,Cowra (A),Commercial Capacity (MW),1155
32600,Croydon (S),Commercial Capacity (MW),95
52310,Cuballing (S),Commercial Capacity (MW),80
52380,Cue (S),Commercial Capacity (MW),302
12380,Cumberland (A),Commercial Capacity (MW),22368
52450,Cunderdin (S),Commercial Capacity (MW),2961
52520,Dalwallinu (S),Commercial Capacity (MW),1282
52590,Dandaragan (S),Commercial Capacity (MW),2225
52660,Dardanup (S),Commercial Capacity (MW),6758
21890,Darebin (C),Commercial Capacity (MW),22602
71000,Darwin (C),Commercial Capacity (MW),51283
52730,Denmark (S),Commercial Capacity (MW),4520
52800,Derby-West Kimberley (S),Commercial Capacity (MW),2887
61510,Derwent Valley (M),Commercial Capacity (MW),3838
61610,Devonport (C),Commercial Capacity (MW),2896
32750,Diamantina (S),Commercial Capacity (MW),0
52870,Donnybrook-Balingup (S),Commercial Capacity (MW),2377
32770,Doomadgee (S),Commercial Capacity (MW),185
61810,Dorset (M),Commercial Capacity (MW),2248
32810,Douglas (S),Commercial Capacity (MW),4867
52940,Dowerin (S),Commercial Capacity (MW),644
53010,Dumbleyung (S),Commercial Capacity (MW),862
53080,Dundas (S),Commercial Capacity (MW),910
12700,Dungog (A),Commercial Capacity (MW),169
71300,East Arnhem (R),Commercial Capacity (MW),1592
53150,East Fremantle (T),Commercial Capacity (MW),709
22110,East Gippsland (S),Commercial Capacity (MW),11067
53220,East Pilbara (S),Commercial Capacity (MW),4169
12730,Edward River (A),Commercial Capacity (MW),50
41750,Elliston (DC),Commercial Capacity (MW),5
53290,Esperance (S),Commercial Capacity (MW),8381
33100,Etheridge (S),Commercial Capacity (MW),246
12750,Eurobodalla (A),Commercial Capacity (MW),1138
53360,Exmouth (S),Commercial Capacity (MW),6035
12850,Fairfield (C),Commercial Capacity (MW),4827
12870,Federation (A),Commercial Capacity (MW),1
62010,Flinders (M) (Tas.),Commercial Capacity (MW),0
33200,Flinders (S) (Qld),Commercial Capacity (MW),3009
41830,Flinders Ranges (DC),Commercial Capacity (MW),2443
12900,Forbes (A),Commercial Capacity (MW),1584
41960,Franklin Harbour (DC),Commercial Capacity (MW),0
22170,Frankston (C),Commercial Capacity (MW),28495
33220,Fraser Coast (R),Commercial Capacity (MW),36380
53430,Fremantle (C),Commercial Capacity (MW),3637
22250,Gannawarra (S),Commercial Capacity (MW),280
42030,Gawler (T),Commercial Capacity (MW),3736
62210,George Town (M),Commercial Capacity (MW),24
12930,Georges River (A),Commercial Capacity (MW),18989
12950,Gilgandra (A),Commercial Capacity (MW),21
53570,Gingin (S),Commercial Capacity (MW),1284
33360,Gladstone (R),Commercial Capacity (MW),20840
62410,Glamorgan/Spring Bay (M),Commercial Capacity (MW),1876
13010,Glen Innes Severn (A),Commercial Capacity (MW),13
22410,Glenelg (S),Commercial Capacity (MW),5640
62610,Glenorchy (C),Commercial Capacity (MW),17035
53640,Gnowangerup (S),Commercial Capacity (MW),1123
33430,Gold Coast (C),Commercial Capacity (MW),99190
22490,Golden Plains (S),Commercial Capacity (MW),1564
53710,Goomalling (S),Commercial Capacity (MW),1464
33610,Goondiwindi (R),Commercial Capacity (MW),39
53780,Gosnells (C),Commercial Capacity (MW),8150
13310,Goulburn Mulwaree (A),Commercial Capacity (MW),8085
42110,Goyder (DC),Commercial Capacity (MW),0
42250,Grant (DC),Commercial Capacity (MW),63
22620,Greater Bendigo (C),Commercial Capacity (MW),27041
22670,Greater Dandenong (C),Commercial Capacity (MW),24742
22750,Greater Geelong (C),Commercial Capacity (MW),16503
53800,Greater Geraldton (C),Commercial Capacity (MW),21828
13340,Greater Hume Shire (A),Commercial Capacity (MW),85
22830,Greater Shepparton (C),Commercial Capacity (MW),15405
13450,Griffith (C),Commercial Capacity (MW),515
13510,Gundagai (A),Commercial Capacity (MW),24
13550,Gunnedah (A),Commercial Capacity (MW),161
13660,Gwydir (A),Commercial Capacity (MW),9
33620,Gympie (R),Commercial Capacity (MW),33205
53920,Halls Creek (S),Commercial Capacity (MW),2279
53990,Harvey (S),Commercial Capacity (MW),3183
13800,Hawkesbury (C),Commercial Capacity (MW),17337
13850,Hay (A),Commercial Capacity (MW),0
22910,Hepburn (S),Commercial Capacity (MW),2476
13910,Hilltops (A),Commercial Capacity (MW),9
33800,Hinchinbrook (S),Commercial Capacity (MW),6440
22980,Hindmarsh (S),Commercial Capacity (MW),122
62810,Hobart (C),Commercial Capacity (MW),1386
23110,Hobsons Bay (C),Commercial Capacity (MW),13593
42600,Holdfast Bay (C),Commercial Capacity (MW),2286
33830,Hope Vale (S),Commercial Capacity (MW),786
14000,Hornsby (A),Commercial Capacity (MW),8411
23190,Horsham (RC),Commercial Capacity (MW),9837
23270,Hume (C),Commercial Capacity (MW),21333
63010,Huon Valley (M),Commercial Capacity (MW),4776
23350,Indigo (S),Commercial Capacity (MW),2494
14170,Inner West (A),Commercial Capacity (MW),36292
14200,Inverell (A),Commercial Capacity (MW),396
33960,Ipswich (C),Commercial Capacity (MW),1597
54060,Irwin (S),Commercial Capacity (MW),1441
33980,Isaac (R),Commercial Capacity (MW),2591
54130,Jerramungup (S),Commercial Capacity (MW),1324
54170,Joondalup (C),Commercial Capacity (MW),14804
14300,Junee (A),Commercial Capacity (MW),370
54200,Kalamunda (S),Commercial Capacity (MW),7422
54280,Kalgoorlie/Boulder (C),Commercial Capacity (MW),12001
42750,Kangaroo Island (DC),Commercial Capacity (MW),0
43080,Karoonda East Murray (DC),Commercial Capacity (MW),326
54310,Karratha (C),Commercial Capacity (MW),10340
54340,Katanning (S),Commercial Capacity (MW),4175
72200,Katherine (T),Commercial Capacity (MW),8148
54410,Kellerberrin (S),Commercial Capacity (MW),1955
14350,Kempsey (A),Commercial Capacity (MW),1075
54480,Kent (S),Commercial Capacity (MW),185
63210,Kentish (M),Commercial Capacity (MW),1040
14400,Kiama (A),Commercial Capacity (MW),1174
43220,Kimba (DC),Commercial Capacity (MW),0
63410,King Island (M),Commercial Capacity (MW),1233
63610,Kingborough (M),Commercial Capacity (MW),8084
23430,Kingston (C) (Vic.),Commercial Capacity (MW),20390
43360,Kingston (DC) (SA),Commercial Capacity (MW),981
23670,Knox (C),Commercial Capacity (MW),22186
54550,Kojonup (S),Commercial Capacity (MW),1947
54620,Kondinin (S),Commercial Capacity (MW),875
54690,Koorda (S),Commercial Capacity (MW),440
34420,Kowanyama (S),Commercial Capacity (MW),284
54760,Kulin (S),Commercial Capacity (MW),999
14500,Ku-ring-gai (A),Commercial Capacity (MW),19886
54830,Kwinana (C),Commercial Capacity (MW),2732
14550,Kyogle (A),Commercial Capacity (MW),208
14600,Lachlan (A),Commercial Capacity (MW),12
54900,Lake Grace (S),Commercial Capacity (MW),1313
14650,Lake Macquarie (C),Commercial Capacity (MW),15748
14700,Lane Cove (A),Commercial Capacity (MW),4343
23810,Latrobe (C) (Vic.),Commercial Capacity (MW),17651
63810,Latrobe (M) (Tas.),Commercial Capacity (MW),364
64010,Launceston (C),Commercial Capacity (MW),23413
54970,Laverton (S),Commercial Capacity (MW),1139
14750,Leeton (A),Commercial Capacity (MW),139
55040,Leonora (S),Commercial Capacity (MW),887
43650,Light (RegC),Commercial Capacity (MW),101
14850,Lismore (C),Commercial Capacity (MW),13791
72300,Litchfield (M),Commercial Capacity (MW),10520
14870,Lithgow (C),Commercial Capacity (MW),577
14900,Liverpool (C),Commercial Capacity (MW),12736
14920,Liverpool Plains (A),Commercial Capacity (MW),0
34530,Livingstone (S),Commercial Capacity (MW),2245
14950,Lockhart (A),Commercial Capacity (MW),0
34570,Lockhart River (S),Commercial Capacity (MW),133
34580,Lockyer Valley (R),Commercial Capacity (MW),25846
23940,Loddon (S),Commercial Capacity (MW),214
34590,Logan (C),Commercial Capacity (MW),79847
34710,Longreach (R),Commercial Capacity (MW),0
43710,Lower Eyre Peninsula (DC),Commercial Capacity (MW),90
43790,Loxton Waikerie (DC),Commercial Capacity (MW),43
72330,MacDonnell (R),Commercial Capacity (MW),0
24130,Macedon Ranges (S),Commercial Capacity (MW),1458
34770,Mackay (R),Commercial Capacity (MW),47757
15050,Maitland (C),Commercial Capacity (MW),3052
43920,Mallala (DC),Commercial Capacity (MW),265
55110,Mandurah (C),Commercial Capacity (MW),7876
55180,Manjimup (S),Commercial Capacity (MW),8884
24210,Manningham (C),Commercial Capacity (MW),13750
24250,Mansfield (S),Commercial Capacity (MW),107
34830,Mapoon (S),Commercial Capacity (MW),204
44000,Maralinga Tjarutja (AC),Commercial Capacity (MW),0
34860,Maranoa (R),Commercial Capacity (MW),110
34880,Mareeba (S),Commercial Capacity (MW),10914
24330,Maribyrnong (C),Commercial Capacity (MW),11179
44060,Marion (C),Commercial Capacity (MW),7027
24410,Maroondah (C),Commercial Capacity (MW),17047
34800,McKinlay (S),Commercial Capacity (MW),1462
64210,Meander Valley (M),Commercial Capacity (MW),5822
55250,Meekatharra (S),Commercial Capacity (MW),0
24600,Melbourne (C),Commercial Capacity (MW),50131
24650,Melton (C),Commercial Capacity (MW),3586
55320,Melville (C),Commercial Capacity (MW),7854
55390,Menzies (S),Commercial Capacity (MW),611
55460,Merredin (S),Commercial Capacity (MW),2846
44210,Mid Murray (DC),Commercial Capacity (MW),1060
15240,Mid-Coast (A),Commercial Capacity (MW),7211
15270,Mid-Western Regional (A),Commercial Capacity (MW),175
24780,Mildura (RC),Commercial Capacity (MW),15841
55530,Mingenew (S),Commercial Capacity (MW),591
44340,Mitcham (C),Commercial Capacity (MW),19605
24850,Mitchell (S),Commercial Capacity (MW),4334
24900,Moira (S),Commercial Capacity (MW),2586
24970,Monash (C),Commercial Capacity (MW),45309
25060,Moonee Valley (C),Commercial Capacity (MW),12516
55600,Moora (S),Commercial Capacity (MW),3032
25150,Moorabool (S),Commercial Capacity (MW),651
55670,Morawa (S),Commercial Capacity (MW),1585
15300,Moree Plains (A),Commercial Capacity (MW),691
25250,Moreland (C),Commercial Capacity (MW),14935
35010,Moreton Bay (R),Commercial Capacity (MW),30011
35250,Mornington (S),Commercial Capacity (MW),312
25340,Mornington Peninsula (S),Commercial Capacity (MW),23289
15350,Mosman (A),Commercial Capacity (MW),4033
55740,Mosman Park (T),Commercial Capacity (MW),1305
25430,Mount Alexander (S),Commercial Capacity (MW),9899
44550,Mount Barker (DC),Commercial Capacity (MW),4284
44620,Mount Gambier (C),Commercial Capacity (MW),0
35300,Mount Isa (C),Commercial Capacity (MW),0
55810,Mount Magnet (S),Commercial Capacity (MW),1245
55880,Mount Marshall (S),Commercial Capacity (MW),518
44830,Mount Remarkable (DC),Commercial Capacity (MW),145
25490,Moyne (S),Commercial Capacity (MW),881
55950,Mukinbudin (S),Commercial Capacity (MW),335
56090,Mundaring (S),Commercial Capacity (MW),5963
56160,Murchison (S),Commercial Capacity (MW),191
56230,Murray (S),Commercial Capacity (MW),7433
45040,Murray Bridge (RC),Commercial Capacity (MW),4681
15520,Murray River (A),Commercial Capacity (MW),120
25620,Murrindindi (S),Commercial Capacity (MW),1602
15560,Murrumbidgee (A),Commercial Capacity (MW),0
35600,Murweh (S),Commercial Capacity (MW),5316
15650,Muswellbrook (A),Commercial Capacity (MW),609
15700,Nambucca (A),Commercial Capacity (MW),182
56300,Nannup (S),Commercial Capacity (MW),825
35670,Napranum (S),Commercial Capacity (MW),698
45090,Naracoorte and Lucindale (DC),Commercial Capacity (MW),174
56370,Narembeen (S),Commercial Capacity (MW),724
15750,Narrabri (A),Commercial Capacity (MW),590
15800,Narrandera (A),Commercial Capacity (MW),4
56460,Narrogin (S),Commercial Capacity (MW),6411
15850,Narromine (A),Commercial Capacity (MW),0
56580,Nedlands (C),Commercial Capacity (MW),5143
15900,Newcastle (C),Commercial Capacity (MW),30151
56620,Ngaanyatjarraku (S),Commercial Capacity (MW),55
25710,Nillumbik (S),Commercial Capacity (MW),8977
35740,Noosa (S),Commercial Capacity (MW),6825
35760,North Burnett (R),Commercial Capacity (MW),212
15950,North Sydney (A),Commercial Capacity (MW),13490
56730,Northam (S),Commercial Capacity (MW),7402
56790,Northampton (S),Commercial Capacity (MW),2470
45120,Northern Areas (DC),Commercial Capacity (MW),3598
15990,Northern Beaches (A),Commercial Capacity (MW),21609
25810,Northern Grampians (S),Commercial Capacity (MW),4455
64610,Northern Midlands (M),Commercial Capacity (MW),4146
35780,Northern Peninsula Area (R),Commercial Capacity (MW),0
45290,Norwood Payneham St Peters (C),Commercial Capacity (MW),4419
56860,Nungarin (S),Commercial Capacity (MW),1
16100,Oberon (A),Commercial Capacity (MW),225
45340,Onkaparinga (C),Commercial Capacity (MW),3692
16150,Orange (C),Commercial Capacity (MW),5208
45400,Orroroo/Carrieton (DC),Commercial Capacity (MW),792
35790,Palm Island (S),Commercial Capacity (MW),429
72800,Palmerston (C),Commercial Capacity (MW),12514
16200,Parkes (A),Commercial Capacity (MW),547
35800,Paroo (S),Commercial Capacity (MW),0
16260,Parramatta (C),Commercial Capacity (MW),22770
16350,Penrith (C),Commercial Capacity (MW),17877
56930,Peppermint Grove (S),Commercial Capacity (MW),149
57000,Perenjori (S),Commercial Capacity (MW),664
57080,Perth (C),Commercial Capacity (MW),621
45540,Peterborough (DC),Commercial Capacity (MW),637
57140,Pingelly (S),Commercial Capacity (MW),681
57210,Plantagenet (S),Commercial Capacity (MW),4551
45680,Playford (C),Commercial Capacity (MW),8858
36070,Pormpuraaw (S),Commercial Capacity (MW),178
45890,Port Adelaide Enfield (C),Commercial Capacity (MW),2191
46090,Port Augusta (C),Commercial Capacity (MW),6012
57280,Port Hedland (T),Commercial Capacity (MW),7273
46300,Port Lincoln (C),Commercial Capacity (MW),0
16380,Port Macquarie-Hastings (A),Commercial Capacity (MW),2269
25900,Port Phillip (C),Commercial Capacity (MW),5084
46450,Port Pirie City and Dists (M),Commercial Capacity (MW),3891
16400,Port Stephens (A),Commercial Capacity (MW),5483
46510,Prospect (C),Commercial Capacity (MW),508
25990,Pyrenees (S),Commercial Capacity (MW),1034
57350,Quairading (S),Commercial Capacity (MW),1250
